song,singer,genre,album,userRating
Jai Govinda Jai Gopala,Neeraj Shridhar,Dance,Bullett Raja,9.3/10
Tera Hi Karam,Pankaj Awasthi,Sad,Karam,9.3/10
Rang Birangi Rakhee Lekar,Lata Mangeshkar,Dance,Anpadh,8.8/10
Woh Chand Jaisi Ladki,Udit Narayan,Romantic,Devdas,9.4/10
Woh Chand Jaisi Ladki,Udit Narayan,Romantic,Devdas,9.4/10
Dooriyan Hain Zaroori Bhi Hai,"Monica Dogra, Vishal Dadlani",Dance,Break Up Ke Baad,9.6/10
Main Hoon Prem Rogi,Suresh Wadkar,Dance,Prem Rog,7.7/10
Jag Ja,Suresh Wadkar,Romantic,Omkara,9.1/10
Tumhi Se,"Shreya Ghoshal, Vijay Yesudas",Romantic,Chup Chup Ke,9.6/10
Main Kya Karoon Ram,Lata Mangeshkar,Dance,Sangam,8.6/10
Na Jane Kahan Tum The,"Manna Dey, Suman Kalyanpur",Romantic,Zindagi Aur Khwab,9.2/10
Meherbani (Remix),Jubin Nautiyal,Dance,The Shaukeens,9.6/10
Jab Zero Diya Mere Bharat Ne,"Mahendra Kapoor, Manhar Udhas",Patriotic,Purab Aur Pashchim,9.1/10
Hum Tumhe Kaise Bataye,"Aaman Trikha, Taraannum Mallik",Romantic,Ekkees Toppon Ki Salaami,9.5/10
Rimjhim Ke Tarane Leke Aai Barsaat,"Geeta Dutt, Mohammed Rafi",Romantic,Kala Bazar,8.8/10
Kunwara,Salim Merchant,Dance,Jodi Breakers,9.4/10
Ja Ja Ja Mere Bachpan,Lata Mangeshkar,Dance,Junglee,9.1/10
O Panchhi Pyare Sanjh Sakare,Asha Bhosle,Dance,Bandini,9.3/10
Banda Parwar,Mohammed Rafi,Dance,Phir Wohi Dil Laya Hoon,9.2/10
Mera Jeena Hai Kya,Neeraj Shridhar,Romantic,Aashayein,9.7/10
Yeh Hai Bambai Nagaria,Kishore Kumar,Dance,Don,8.5/10
Masoom Chehra Ye Qatil Adayen,"Lata Mangeshkar, Mohammed Rafi",Romantic,Dil Tera Deewana,9.1/10
Shanana Na,"Abhijeet, Alka Yagnik, Ayub, Dabboo Malik, Jordy Patel, Sriijiit",Dance,Maine Dil Tujhko Diya,9.4/10
Mehboob Mere,"Alka Yagnik, Sukhwinder Singh",Dance,Biwi No.1,9.2/10
Rote Hue Ate Hain Sab,Kishore Kumar,Dance,Muqaddar Ka Sikandar,8.9/10
Tujhko Jo Paaya,Mohit Chauhan,Romance,Crook,9.6/10
Pe.. Pe.. Pepein… (Version 2),"Hard Kaur, Master Saleem, Neeraj Shridhar, Tulsi Kumar",Dance,Chance Pe Dance,9.5/10
Touch Me,"Asha Bhosle, Kishore Kumar",Romantic,Himmat Aur Mehanat,8.6/10
Samjho Ho Hi Gaya,"Arshad Warsi, Sanjay Dutt, Vinod Rathod",Dance,Lage Raho Munna Bhai,9.5/10
Miss India Martee Mujhpe,"Adnan Sami, Amit Kumar",Dance,Dhamal,9.4/10
Kashmir Ki Kali Hoon Main,Lata Mangeshkar,Romantic,Junglee,8.9/10
Barsaat Ke Mausam Mein,"Kumar Sanu, Roop Kumar Rathod",Dance,Naajayaz,8.6/10
Chammak Challo (Remix),"Akon, Hamsika Iyer",Dance,Ra-One,9.3/10
Aaj Udta Hua Ek Panchhi,Mohammed Rafi,Dance,Gehra Daag,8.7/10
Ek Tu Hi Bharosa,Lata Mangeshkar,Devotional,Pukar,9.2/10
Dhanak,Monali Thakur,Dance,Dhanak,9.6/10
Bhaag Milky Bhaag,"Sanam Puri, Sonu Kakkar",Dance,Running Shaadi,9.2/10
Follow Me,Hard Kaur,Dance,Ajab Prem Ki Ghazab Kahani,9.5/10
Mil Gaya,"Mohammed Rafi, Udit Narayan, Usha Mangeshkar",Dance,Unees Bees,9.6/10
Paayal Meri,"Alka Yagnik, Udit Narayan",Dance,Rajkumar,8.6/10
Sanam Tum Jahan Mera Dil Wahan,Asha Bhosle,Dance,Kaalia,9.2/10
Koi Patthar Se Na Maare,"Shreya Ghoshal, Sonu Nigam, Sunidhi Chauhan",Sad,Aaja Nachle,9.4/10
Sun Le Meri Payal Ke Geet,Lata Mangeshkar,Dance,Sasural,7.7/10
Dil Mein Baji Pyar Ki Shehnaiyan,Lata Mangeshkar,Dance,Kohinoor,8.8/10
Darbadar,"Altamash Khan, Divya Kumar, Harshit Chouhan, Monali Thakur, Shadaab",Romantic,I Me Aur Main,9.4/10
Main Teri Huyi Re Balma,Asha Bhosle,Dance,Gehra Daag,8.4/10
Ek Din Aap,"Alka Yagnik, Kumar Sanu",DanceRomantic,Yes Boss,9.5/10
Party To Banti Hai (Remix),"Meet Bros, Mika Singh",Dance,Bhoothnath Returns,8.5/10
Kuch Khaas,"Mohit Chauhan, Neha Bhasin",Dance,Fashion,9.1/10
Baatein Kuch Ankahee,"Adnan Sami, Pritam Chakraborty",Romantic,Life In A Metro,9.5/10
Aaj Ki Party (Remix),Mika Singh,Dance,Bajrangi Bhaijaan,9.3/10
Ae Watan Ae Watan Humko Teri Qasam,Mohammed Rafi,Patriotic,Shaheed,9.6/10
Ajnabi,Zebunnisa Bangash,Romantic,Madras Cafe,9.3/10
Peer Manava,"Shraddha Pandit, Sukhwinder Singh",Dance,Black & White,9.2/10
Kehta Hai Joker Sara Zamana,Mukesh,Dance,Mera Naam Joker,9.0/10
Dil Mein Sanam Ki Soorat,"Alka Yagnik, Kumar Sanu",Romantic,Phir Teri Kahani Yaad Aayi,9.1/10
Tanhai Tanhai,"Alka Yagnik, Udit Narayan",Dance,Koyla,8.8/10
Woh Dekho Jala Ghar Kisi Ka,Lata Mangeshkar,Sad,Anpadh,8.6/10
Zara Nazron Se Kah Do Ji,Hemant Kumar,Romantic,Bees Saal Baad,9.0/10
Chaar Botal Vodka (Remix),Yo Yo Honey Singh,Dance,Ragini MMS 2,9.1/10
Jab Tumhein Aashiqui Maloom,Kumar Sanu,Romantic,Ajnabee,9.2/10
Yaaron Aesa Hai,Salim Merchant,Dance,Rangrezz,9.7/10
Tere Ishq Ka Suroor,"Aaman Trikha, Akshata Dixit",Romantic,Single,9.8/10
Ek Sawal Main Karoon,"Lata Mangeshkar, Mohammed Rafi",Dance,Sasural,8.9/10
It’s All About Tonight,"Rahul Vaidya, Sophie Choudry, Sunidhi Chauhan",Dance,Ishkq In Paris,8.8/10
Dil Mera Ek Aas Ka Panchhi,Subir Sen,Dance,Aas Ka Panchhi,8.9/10
Jaane Kya Dhoondhta Hai,Lucky Ali,Dance,Sur,9.7/10
Sanam Sanam,"Shraddha Pandit, Sukhwinder Singh",Dance,Mere Dost Picture Abhi Baki Hai,8.1/10
Yahaan Vahaan,Farhan Akhtar,Dance,Shaadi Ke Side Effects,9.1/10
Bambai Se Aaya Mera Dost,Bappi Lahiri,Dance,Aap Ki Khatir,8.4/10
Dhin Tak Dhin Tak,Jaspinder Narula,Romantic,Bade Miyan Chote Miyan,8.8/10
Capuchino,Abhishek Nehwal,Dance,I Me Aur Main,9.1/10
Chalo Dildar Chalo,"Himani Kapoor, Himesh Reshammiya, Vinit",Romantic,Dil Diya Hai,9.3/10
Mil Gayee Woh Manzilen,"Alka Yagnik, Kumar Sanu",Dance,Kabhi Na Kabhi,9.6/10
Jaane Kya,Zubeen Garg,Sad,Pyaar Ke Side Effects,9.6/10
Main Der Karta Nahin,"Lata Mangeshkar, Suresh Wadkar",Dance,Henna,7.9/10
Gunday Mashup,"Bappi Lahiri, Javed Ali, Neha Bhasin",Dance,Gunday,8.2/10
Gunday Mashup,Multiple,Dance,Gunday,8.2/10
Sheila Ki Jawani (Remix),"Sunidhi Chauhan, Vishal Dadlani",Dance,Tees Maar Khan,8.9/10
Laakh Duniya Kahe,"Nisha Mascarenhas, Ram Sampath",Sad,Talaash,9.6/10
Ha Raham Mehfuz,"Amit Trivedi, Murtuza Qadir",Dance,Aamir,9.6/10
Jiyara Jiyara,"Alisha Chinai, Hard Kaur",Dance,Prince,9.0/10
All The Best,"Antara Mitra, Rana, Soham",Dance,All The Best,9.2/10
Mallo Malli (Lehmber Hussainpuri),"Hard Kaur, Lehmber Hussainpuri",Dance,Mausam,9.3/10
Freak Out,"Aditi Singh Sharma, Joi Barua",Dance,Love Ka The End,9.5/10
Ab Tohe Jane Na Doongi,"Payal Dev, Shreyas Puranik",Romantic,Bajirao Mastani,9.7/10
Jugnu,Udit Narayan,Dance,Joker,8.6/10
Sajda,K.K.,Dance,Bhool Bhulaiyaa,9.4/10
Aha Aha,Falguni Pathak,Romantic,Na Tum Jaano Na Hum,8.8/10
Dil Ka Qaraar,"Shraddha Pandit, Sonu Nigam",Romantic,Sangharsh,9.3/10
Wafa Jo Na Ki To,Asha Bhosle,Romantic,Muqaddar Ka Sikandar,8.9/10
Raabta Tujhse Raha,Aaman Trikha,Romantic,Yeh Hai Judgement Hanged Till Death,9.1/10
Teri Tamanna,"KK, Shilpa Rao, Zubeen Garg",Dance,The Train,9.2/10
Lage Na Mora Jiya,Lata Mangeshkar,Sad,Ghunghat,9.2/10
Jane Kya Dhoondti Rahti Hai,Mohammed Rafi,Sad,Shola Aur Shabnam,9.3/10
Mujhe Dekhkar Aap Ka Muskurana,Mohammed Rafi,Romantic,Ek Musafir Ek Hasina,9.5/10
E – Gulbadan Phoolon Ki Mahek,Mohammed Rafi,Romantic,Professor,9.1/10
Chahat Se Hai Begani,"Alka Yagnik, Kumar Sanu",Romantic,Saajan Chale Sasural,8.4/10
Action Jackson,Multiple,Dance,Action Jackson,8.9/10
Tujhko Bhulana,"Roshni Baptist, Sangeet Haldipur",Dance,Murder 2,9.3/10
Chodo Kal Ki Batein,Mukesh,Patriotic,Hum Hindustani,9.2/10
Dooba Re Dooba,"Alka Yagnik, Sonu Nigam",Dance,Ishq Vishk,9.3/10
Dillagi Main Jo Beet Jaye,"Himesh Reshammiya, Jayesh Gandhi, Shaan, Sonu Nigam, Sunidhi Chauhan, Vasundhara Das",Dance,Aashiq Banaya Aapne,9.3/10
Tere Chehre Pe,"Kumar Sanu, Sonali Vajpai",Romantic,Baazigar,8.7/10
Khulla Saand,Salim Merchant,Dance,Rabba Main Kya Karoon,9.0/10
Rang Se Hui,Kaushiki Chakraborty,Dance,Gulaab Gang,9.4/10
Yeh Hawa Yeh Fiza Aa Bhi Jaa,Mahendra Kapoor,Romantic,Gumrah,9.1/10
Meri Jaaniye,"Monali Thakur, Shaan",Dance,I Me Aur Mein,9.2/10
Tumhen Muhabbat Hai Humne Mana,"Asha Bhosle, Mohammed Rafi",Romantic,Ek Musafir Ek Hasina,9.4/10
Dhadakne Lagta Hai Mera Dil,Mohammed Rafi,Dance,Dil Tera Deewana,9.4/10
Aiyo Ji,"Salim Merchant, Shraddha Pandit",Dance,Satyagraha,8.4/10
Dagabaaz Tori Batiyan,Lata Mangeshkar,Romantic,Gunga Jumna,8.5/10
Teri Yaad Dilse Bhulane Chala Hoon,Mukesh,Sad,Hariyali Aur Rasta,9.0/10
I Don’t Luv U,"Monali Thakur, Neuman Pinto",Dance,I Don't Luv U,9.2/10
Meter Down,"Adnan Sami, Merriene, Nimosa",Dance,Taxi No. 9211,9.4/10
Zor Ka Jhatka Haye (Remix),"Master Saleem, Richa Sharma",Dance,Action Replayy,9.2/10
Dil Apna Aur Preet Parai,Lata Mangeshkar,Sad,Dil Apna Aur Preet Parai,9.0/10
Ali Ali – Qawwali,"Krishna Beura, Shraddha Pandit, Vijayta Pandit",Devotional,Deewaar,9.1/10
Kudi Pataka Driver,"Hard Kaur, Mika Singh",Dance,Challo Driver,8.9/10
Dil Jalon Ka Dil Jala Ke,Asha Bhosle,Dance,Zanjeer,9.1/10
Teri Choodiyan Da Crazy Crazy Sound,Wajid Khan,Dance,Ishkq In Paris,8.3/10
Kubool Kar Le,"Amit Sana, Monali Thakur, Prajakta Shukre, Rahul Vaidya, Suzanne, Udit Narayan",Dance,Jaan-E-Mann,9.0/10
Gaaye Jaa (Male),Mohammed Irfan,Dance,Brothers,9.7/10
Sing Raja,"Daler Mehndi, Sonu Kakkar",Dance,Joker,9.4/10
Alif Zaber Aa,Mohammed Rafi,Dance,Love In Shimla,9.1/10
Apni Bhi Kya Zindagi Hai,Mukesh,Sad,Aas Ka Panchhi,8.7/10
Dil Ashkon Mein,"Sonu Kakkar, Tony Kakkar",Romance,Fever,9.4/10
Jaana Hai,Zubeen Garg,Dance,Dum Maaro Dum,9.5/10
Naiyn Tere Zuke Zuke (Sad),Pamela Jain,Dance,Khelein Hum Jee Jaan Sey,9.2/10
Daagh Na Lag Jaye,"Asha Bhosle, Mukesh",Dance,Mera Naam Joker,8.6/10
Mahi Mennu Nahi Karna,Labh Janjua,Dance,Dev D,9.5/10
Khullam Khulla Pyaar Karen,"Jojo Mukherjee, Sunidhi Chauhan",Dance,Khullam Khulla Pyaar Karen,8.8/10
Babbe Mast,"ALTAMAS FARIDI, Sonu Kakkar",Dance,What The Fish,8.7/10
Gori Zara Hans De Tu Hans De,Mohammed Rafi,Dance,Asli Naqli,9.3/10
Mat Ro Mata Lal Tere,Manna Dey,Sad,Bandini,9.2/10
Bismillah,Kailash Kher,Sad,Aazaan,9.2/10
Shukriya Zindagi Shukriya Zindagi,Shafqat Amanat Ali,Romantic,Aashayein,9.7/10
O Janewale Ho Sake To Laut Ke Aana,Mukesh,Sad,Bandini,9.2/10
Aanchal Men Saja Lena,Mohammed Rafi,Romantic,Phir Wohi Dil Laya Hoon,9.5/10
Tum Paas Aa Rahe Ho,"Jagjit Singh, Lata Mangeshkar",Romantic,Veer Zaara,9.6/10
Badle Badle Mere Sarkar,Lata Mangeshkar,Sad,Chaudhvin Ka Chand,8.8/10
Ab Ke Baras Bhejo Bhaiya,Asha Bhosle,Sad,Bandini,9.4/10
Din Dhal Gaya Hai,"Alka Yagnik, Udit Narayan",Dance,Dil Tera Deewana,8.0/10
Baadal,"Adnan Sami, Alka Yagnik",Dance,Yuva,9.6/10
Chori Chori Chori Se,"Amitabh Bachchan, Jaspinder Narula, Sonu Nigam",Dance,Sooryavansham,8.7/10
Haseenon Ki Sawari Hai,"Mohammed Rafi, Suman Kalyanpur",Dance,Love In Shimla,9.1/10
Kaisi Hai Ye Udaasi,Kailash Kher,Sad,Karthik Calling Karthik,9.5/10
Haan Bhai Haan,"Amit Kumar, Anuradha Paudwal",Dance,Toofan,9.1/10
Nasha Nasha,Neha Bhasin,Dance,Daddy Cool,9.2/10
Apni To Har Aah,Mohammed Rafi,Sad,Kala Bazar,9.5/10
Ho Maine Pyar Kiya,Lata Mangeshkar,Dance,Jis Desh Mein Ganga Behti Hai,8.6/10
Chal Jhoothi,"Shraddha Pandit, Udit Narayan",Dance,Jis Desh Mein Ganga Rehta Hai,7.4/10
Kaise Kahoon Main Baat Jiya Ki,Asha Bhosle,Romantic,Gehra Daag,8.3/10
Meri Jaaniye,"Monali Thakur, Shaan",Romantic,I Me Aur Main,9.2/10
Na Tum Jano Na Hum,Lucky Ali,Romantic,Kaho Naa.... Pyaar Hai,9.1/10
Jaane Bhi De (Duet),"Sonu Nigam, Sunidhi Chauhan",Romantic,Ishkq In Paris,9.0/10
Ae Dil Pyar Ki Manzil,Mukesh,Dance,Aas Ka Panchhi,8.4/10
Patli Kamar Hai,"Lata Mangeshkar, Mukesh",Dance,Barsaat,9.1/10
Lungi Dance (Remix),Yo Yo Honey Singh,Dance,Chennai Express,9.0/10
Yeh Zindagi Ka Mausam,"Asha Bhosle, Mohammed Rafi",Dance,Ghunghat,9.4/10
Tumhen Pa Ke Humne Jahan Pa Liya,"Asha Bhosle, Mohammed Rafi",Romantic,Gehra Daag,8.6/10
Dhoop,Shreya Ghoshal,Romantic,Goliyon Ki Rasleela Ram-leela,9.6/10
Ghoongte Mein Chanda,Udit Narayan,Dance,Koyla,9.3/10
Hum Ko Tumhare Ishq Ne,Mohammed Rafi,Romantic,Ek Musafir Ek Hasina,9.3/10
Accident Ho Gaya,"Asha Bhosle, Prayag Raj, Shabbir Kumar",Dance,Coolie,7.6/10
Ainvayi Ainvayi (Dilli Club Mix),"Abhijit Vaghani, Master Saleem, Sunidhi Chauhan",Dance,Band Baaja Baaraat,9.5/10
Is Pal Ki Soch,Harshdeep Kaur,Dance,Halla Bol,8.8/10
Sach Hue Sapne Apne,Asha Bhosle,Dance,Kala Bazar,9.3/10
Rang De,"Shankar Mahadevan, Suraj Jagan",Motivational,My Name is Khan,9.8/10
Le Jaa,Pankaj Awasthi,Sad,Karam,9.4/10
Wah Wah Ram Ji,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance,Hum Aapke Hain Koun,8.3/10
Hay Re Insaan Ki Majbooriya,Mohammed Rafi,Sad,Ghunghat,9.6/10
Sanjh Dhali,"Asha Bhosle, Manna Dey",Romantic,Kala Bazar,9.2/10
Kabhi Kisi Ki Khushian Koi Loote Na,Mukesh,Sad,Zindagi Aur Khwab,8.9/10
Danka Bajega,Aaman Trikha,Dance,Khel To Abb Shuru Hoga,5.8/10
Ibn-E-Batuta,Mika Singh,Dance,Ishqiya,8.8/10
Dil To Bachcha Hai,Rahat Fateh Ali Khan,Romantic,Ishqiya,8.9/10
Dekhen Bhi To Kya Dekhen,"Lata Mangeshkar, Udit Narayan",Dance,Farz,8.4/10
Ae Baby Ae Jee Idhar Aao,"Asha Bhosle, Mohammed Rafi",Dance,Love In Shimla,9.4/10
Hamdam Mere,"Asha Bhosle, Mohammed Rafi",Dance,Phir Wohi Dil Laya Hoon,9.4/10
Band Baaja Baaraat Mashup,Multiple,Dance,Band Baaja Baaraat,8.7/10
Teetar Ke Do Aage Teetar,"Asha Bhosle, Mukesh, Simi Garewal",Dance,Mera Naam Joker,8.3/10
Shakira,"Hard Kaur, Kalpana, Master Saleem",Dance,No Problem,9.1/10
Shakira,"Hard Kaur, Master Saleem, Pritam Chakraborty",Dance,No Problem,9.1/10
Jiya Le Gayo Ji Mora Sanwariya,Lata Mangeshkar,Dance,Anpadh,9.0/10
Mori Chham Chham Baje Payaliya,Lata Mangeshkar,Dance,Ghunghat,7.6/10
G Pe Danda,"Aaman Trikha, Pawni Pandey, Prashant Vadhyar",Dance,Fugly,7.2/10
Lootnewale,"Master Saleem, Sukhwinder Singh, Vishal Bhardwaj",Dance,Matru Ki Bijlee Ka Mandola,9.3/10
Anjaana Anjaani Ki Kahani,"Monali Thakur, Nikhil Dsouza",Sad,Anjaana Anjaani,9.3/10
Teen Patti,Salim Merchant,Dance,Teen Patti,8.8/10
Khuda Hafiz Anjaani Anjaana,"Karthik, Lucky Ali, Sunitha Sarathy",Dance,Yuva,9.3/10
Jaane,Sunidhi Chauhan,Sad,Chameli,9.1/10
Awaara,Master Saleem,Dance,7 Khoon Maaf,9.6/10
Mera Mirza Sher Jawan,Daler Mehndi,Sad,Mirzya - Dare To Love,9.0/10
Dhoondo Dhoondo Re Sajna,Lata Mangeshkar,Romantic,Gunga Jumna,8.8/10
Kitna Pyara Ye Chehra,"Anuradha Paudwal, Inderjeet",Dance,Beta,8.2/10
Dil Ki Kahani Rang Layee Hai,Asha Bhosle,Dance,Chaudhvin Ka Chand,9.1/10
Party On My Mind (Remix),"Shefali Alvares, Yo Yo Honey Singh",Dance,Race 2,9.2/10
Jane Kahan Gayi,Mohammed Rafi,Dance,Dil Apna Aur Preet Parai,9.1/10
Mirza Se Darre Khuda Daler Mehndi,Daler Mehndi,Motivational,Mirzya - Dare To Love,7.1/10
Reham Nazar Karo,Mohammed Rafi,Devotional,Shirdi Saibaba,9.6/10
Ae Bhai Zara Dekh Ke Chalo,Manna Dey,Dance,Mera Naam Joker,8.8/10
Bedardi Mere Saiyan,Asha Bhosle,Dance,Chaudhvin Ka Chand,9.4/10
Gaal Gulabi Kis Ke Hain,Mohammed Rafi,Dance,Love In Shimla,9.4/10
Bechayan Sapne,"Abhijeet Sawant, Gulraj Singh, Mahalakshmi Iyer, Sameer Khan, Shankar Mahadevan",Dance,Romance Now,9.0/10
Yeh Lucknow Ki Sar Zameen,Mohammed Rafi,Dance,Chaudhvin Ka Chand,9.1/10
Ab Mujhe Koi,Rekha Bhardwaj,Sad,Ishqiya,9.3/10
Mera Bandar Chala Sasural,"Kamal Barot, Mohammed Rafi",Dance,Zindagi Aur Khwab,7.3/10
O Lal Dupatte Wali,"Alka Yagnik, Kavita Krishnamurthy, Kumar Sanu, Sudesh Bhonsle",Romantic,Aankhen,8.1/10
O Lal Dupatte Wali,"Alka Yagnik, Kavita Krishnamurthy, Kumar Sanu, Sudesh Bhosle",Dance,Aankhen,8.1/10
Kehti Hai Jhuki Jhuki Nazar,Suman Kalyanpur,Dance,Zindagi Aur Khwab,8.7/10
Dil To Dete Nahin,Asha Bhosle,Dance,Kaalia,8.6/10
Ek Thi Ladki Meri Saheli,Asha Bhosle,Dance,Gumrah,9.2/10
Khoye Khoye Din Hain,"Anuradha Paudwal, Sonu Nigam",Dance,Hum Tumhare Hain Sanam,8.9/10
Baadalon Mein Chup Raha Chand,"Alka Yagnik, Kumar Sanu",Romantic,Phir Teri Kahani Yaad Aayee,8.5/10
Paaji Tussi Such A Pussy Cat (Remix),"Amitabh Bhattacharya, Divya Kumar, Jigar Saraiya",Dance,Happy Ending,8.0/10
Dil Na Kahin Lagana,Asha Bhosle,Dance,Ghunghat,9.1/10
Tan Rang Lo Ji Aaj Man Ranglo,"Lata Mangeshkar, Mohammed Rafi",Dance,Kohinoor,9.1/10
Gori Ghunghat Mein Mukhda,Asha Bhosle,Dance,Ghunghat,9.0/10
Azmale Ye Formulae,"Abhijeet, Shraddha Pandit",Dance,Khoobsurat,9.1/10
O Chhalia Re Chhalia,"Asha Bhosle, Mohammed Rafi",Dance,Gunga Jumna,8.5/10
Rang Deni,"Kailash Kher, Mahua Kamat, Shraddha Pandit",Dance,Dev,9.1/10
Is Nagari Mein,Jagjit Singh,Sad,Bhopal Express,9.7/10
Kateli Kateli Nasheli Nasheli,Suman Kalyanpur,Dance,Zindagi Aur Khwab,8.2/10
Love Ka Matlab Hai Pyar,"Asha Bhosle, Mohammed Rafi",Dance,Love In Shimla,9.6/10
Sau Tarah Ke (Revisited),"Abhijeet Sawant, Aditi Singh Sharma ·",Dance,Dishoom,7.5/10
Bhagwan Ek Qasoor Ki,Mohammed Rafi,Sad,Gehra Daag,8.5/10
Savaiyaa – Chhota Sa Saajan,"Aparnaa Bhaagwat, Suresh Wadkar",Dance,Vivah,8.9/10
Dil Tham Chale Hum Aaj Kidhar,Mohammed Rafi,Dance,Love In Shimla,9.1/10
Happy Ending Mashup,Multiple,Dance,Happy Ending,7.0/10
Koi Aisa Alam,"Mahalakshmi Iyer, Sonu Nigam",Romantic,Karam,9.3/10
Rikshe Pe Mere Tum Aa Baithe,"Asha Bhosle, Mohammed Rafi",Dance,Dil Tera Deewana,9.1/10
Har Subah Yaad Rakhna,"Lata Mangeshkar, Udit Narayan",Romantic,Farz,7.6/10
Koi Pyar Ki Dekhe Jadugari,"Lata Mangeshkar, Mohammed Rafi",Romantic,Kohinoor,9.4/10
Ek Dafa Ek Jungle Tha,"Ilaiyaraaja, Kamal Haasan, Sridevi",Dance,Sadma,9.4/10
Lamhon Ke Rasgulle,"Bianca Gomes, Sunidhi Chauhan",Dance,Kahaani 2,7.1/10
Bum Mein Dum,Aaman Trikha,Dance,Shaukeen Kaminay,8.8/10
Mose Mera Shyam Rootha,Lata Mangeshkar,Devotional,Johny Mera Naam,9.4/10
Apni Ulfat Pe Zamane Ka,Mukesh,Dance,Sasural,9.3/10
Aarti (Tumre Bhavan Mein),"Kishori Gowariker, Rekha Bharadwaj, Shraddha Pandit, Sujata Majumdar",Devotional,Delhi-6,8.9/10
Tanki (Bhaven Version),,Dance,Youngistaan,7.5/10
Har Subah,"K. S. Chithra, Kumar Sanu",Romantic,Sooryavansham,8.7/10
Khel Wohi Phir Aaj Tu Khela,Kavita Krishnamurthy,Dance,Nigahen,8.8/10
Chhad Zid Karna,"Anuradha Paudwal, Udit Narayan",Dance,Pyaar Kiya To Darna Kya,8.8/10
Pal Mein Mila Jahan,Shankar Mahadevan,Romantic,Aashayein,9.4/10
Balam Se Milan Hoga,Geeta Dutt,Dance,Chaudhvin Ka Chand,9.1/10
Phool Bagiya Men Bhanware Aaye,Mubarak Begum,Dance,Zindagi Aur Khwab,6.4/10
Itni Badi Mehfil,Asha Bhosle,Dance,Dil Apna Aur Preet Parai,9.1/10
Ishq Nachaya Kare,Sunidhi Chauhan,Dance,Karam,9.3/10
Mohabbat Ke Din Ho,"Alka Yagnik, Udit Narayan",Dance,Farz,9.4/10
Saaiyaan,Salim Sulaiman,Sad,Heroine,9.7/10
Tora Man Bada Papi,Asha Bhosle,Dance,Ganga Jumna,8.4/10
Dekho Bijli Dole Bin Badal Ki,"Asha Bhosle, Usha Mangeshkar",Dance,Phir Wohi Dil Laya Hoon,9.6/10
Badi Dheere Jali,Rekha Bhardwaj,Sad,Ishqiya,9.1/10
Parody,"Abhishek Nailwal, Aditi Paul, Aishwarya Nigam, Manoj Mishra, Sudesh Bhosle",Dance,Gang Of Ghosts,8.6/10
Socho Ke Jheelon Ka,"Alka Yagnik, Shankar Mahadevan, Udit Narayan",Romantic,Mission Kashmir,7.0/10
Hum Badi Door Chale Aaye,"Shraddha Pandit, Sonu Nigam",Romantic,Sangharsh,8.8/10
Yeh Hava Yeh Fiza,"Asha Bhosle, Suresh Wadkar",Dance,Sadma,9.6/10
Mil Gaya,"Salim Merchant, Shraddha Pandit",Romantic,Shakal Pe Mat Ja,9.7/10
Jashna Hai Mohabbat Ka,Kumar Sanu,Dance,Hero Hiralal,9.1/10
Jhanan Ghoongar Baje,Lata Mangeshkar,Dance,Ganga Jumna,7.5/10
Nazar Mein Hai Chehra,Lucky Ali,Dance,Good Luck,9.5/10
Sata Le Ae Jahan,Mukesh,Sad,Sasural,9.2/10
Nazar Mere Dil Ke Par,Mohammed Rafi,Dance,Jab Pyar Kisi Se Hota Hai,8.6/10
Meri Nazren Hasin Hai Ki Tum,Asha Bhosle,Romantic,Ek Musafir Ek Hasina,9.4/10
Ek Pardesi Door Se Aaya,Asha Bhosle,Sad,Gumrah,9.0/10
Mujhe Pyar Men,Asha Bhosle,Sad,Phir Wohi Dil Laya Hoon,8.5/10
Kab Chand Ban Ker,"Abhijeet Sawant, Sanjay Pathak, Santosh Singh",Dance,Lottery,8.7/10
Ab Se Teri,"Mohammed Irfan, Sachin Gupta",Dance,Unforgettable,9.7/10
Boss Entry – Theme,"Khushboo Grewal, Meet Bros, Sonu Kakkar",Dance,Boss,8.9/10
Dariya Ho,"Monali Thakur, Shadab Faridi",Dance,Kamaal Dhamaal Malamaa,9.4/10
Teri Dhoom Har Kahin,Mohammed Rafi,Dance,Kala Bazar,9.5/10
Phir Nahin Aane Wali Pyare,"Asha Bhosle, Manna Dey",Dance,Shola Aur Shabnam,6.0/10
Aa Ghar Chalein Hum,Monali Thakur,Devotional,Lakshmi,9.6/10
Money Hai Toh Honey Hai,Harshdeep Kaur,Dance,Money Hai Toh Honey Hai,9.6/10
Khudaya Khair,"Akriti Kakar, Monali Thakur, Pritam, Soham Chakraborty",Dance,Billu,5.5/10
Darbadar,"Altamash Khan, Divya Kumar, Harshit Chouhan, Monali Thakur, Shadaab",Sad,I Me Main,8.5/10
Pata Hi Na Chala Sad,"Abhijeet Sawant, Santokh Singh Dhaliwal",Sad,Lottery,7.4/10
Agg Lage Aaj Kal De Fashion Nu,"Hard Kaur, Labh Janjua",Dance,Haal-E-Dil,9.4/10
Dar Pe Aaye Hain Tere Kasam Le,Mukesh,Romantic,Love In Shimla,9.7/10
Yaar De Viah,"Gurdas Maan, Mika Singh",Dance,Chak Jawana,9.5/10
Sunle Tu Dilki Sadaa,Mohammed Rafi,Romantic,Tere Ghar Ke Samne,9.0/10
